行政區,路名,段號及其他註明,經度,緯度,備註
內湖區,民權東路,民權東路6段138號(新湖國小前),121.58877,25.068902,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,成功路,成功路2段312巷口(湖興公園前),121.590518,25.06688,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,成功路,成功路2段233號(薑母鴨前),121.590828,25.067736,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,民權東路,民權東路6段97號(士林地方法院前),121.588341,25.069167,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,民權東路,民權東路6段45號(三民國中左邊),121.585607,25.06903,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,民權東路,民權東路6段156號(土地銀行前),121.591798,25.06883,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,民權東路,民權東路6段186號旁,121.59319,25.068808,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,民權東路,民權東路6段208號(網球中心站牌),121.596793,25.067759,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,民權東路,民權東路6段218巷口民權敦品公車站牌,121.598281,25.067105,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,民權東路,民權東路6段191巷口,121.597666,25.067621,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,成功路,成功路2段193巷口(下灣公園前),121.590735,25.066867,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,成功路,成功路2段(三軍總院站牌),121.590074,25.071174,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,成功路,成功路2段369號(橡木桶前),121.590067,25.073745,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,民權東路,民權東路6段228號前人行道,121.599735,25.066729,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,民權東路,民權東路6段253號前人行道,121.601013,25.067322,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,民權東路,民權東路6段173號公車站牌旁,121.595968,25.068342,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,文德路,文德路單號側(內湖高中站牌),121.588224,25.078998,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,陽光街,陽光街雙號側(內湖國中站牌),121.587712,25.076974,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,陽光街,陽光街單號側(內湖國中站牌),121.587773,25.076899,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,文德路,文德路175號前(捷運站旁),121.586021,25.078672,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,文德路,文德路50號(文德3號公園前),121.580915,25.078368,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,成功路,成功路3段(內湖國中成功路側門右邊),121.589948,25.077045,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,成功路,成功路3段(內湖國中成功路側門右邊),121.59004,25.076775,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,石潭路,石潭路137號前(石潭成功路口站牌),121.58954,25.06334,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,石潭路,石潭路137號前(石潭成功路口站牌),121.58905,25.0632,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,行善路,行善路417巷口,121.58584,25.06487,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,行善路,行善路與金豐街交叉口,121.58609,25.06602,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,南京東路,南京東路六段與堤頂大道交叉口,121.576301,25.054826,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,成功路,成功路二段376號防災科學教育館側邊,121.590029,25.069098,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,文德路,文德捷運站2號出口右側50公尺處,121.5851287,25.07843929,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,成功路,成功路4段360號,121.600291,25.084755,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,成功路,成功路4段64號,121.592608,25.082647,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,成功路,成功路3段61號方濟中學,121.590254,25.076919,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,成功路,成功路3段143號,121.5900094,25.0795986,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,大湖街,成功路4段57號公車站牌,121.592259,25.081939,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,成功路,成功路4段155號,121.594027,25.083273,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,成功路,成功路4段363號,121.600137,25.084547,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,成功路,成功路5段大湖公園捷運站2號出口,121.602535,25.083526,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,成功路,成功路5段大湖公園1(游泳池),121.604992,25.082869,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,成功路,成功路5段大湖公園2(觀景台往回走30公尺處),121.606554,25.081568,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,成功路,成功路5段大湖公園3(靠東湖),121.607127,25.079751,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,成功路,成功路5段大湖公園捷運站1號出口,121.602631,25.083767,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,金龍路,金龍路226號,121.586706,25.088489,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,內湖路,內湖路2段177號,121.587041,25.081281,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,成功路,成功路4段188號(內湖捷運站1號出口1),121.594069,25.083805,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,成功路,成功路3段172之2號,121.590657,25.080705,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,成功路,成功路4段188號(內湖捷運站1號出口2),121.594705,25.083987,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,金龍路,金龍路152號旁(金龍隧道口公車站),121.589103,25.086266,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,康寧路,康寧路3段183號,121.611832,25.070028,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,康寧路,康寧路3段105號(明湖國小),121.610746,25.071044,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,康寧路,康寧路3段81號公車站牌,121.609381,25.071824,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,成功路,成功路5段39號前,121.606994,25.07762,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,成功路,成功路5段404號對面候車亭,121.607143,25.075824,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,東湖路,東湖路142號公車站牌,121.616935,25.068019,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,民權東路,民權東路6段471號公車站牌,121.604954,25.072516,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,康寧路,康寧路3段157號公車站牌,121.611479,25.070491,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,康寧路,康寧路3段54-5號公車站牌,121.609292,25.071611,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,康寧路,康寧路3段70巷口明湖國中旁,121.611121,25.070433,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,康寧路,康寧路3段220號,121.611502,25.067608,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,東湖路,東湖路130號,121.616675,25.068087,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,康寧路,康寧路3段16號葫洲捷運站2號出口,121.6069892,25.0726127,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,安康路,安康路內湖焚化廠內,121.604699,25.063238,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,成功路,成功路5段450巷23弄口葫洲捷運站,121.608274,25.072665,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,康寧路,康寧路3段18號,121.60746,25.072419,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,康寧路,康寧路3段東湖捷運站2號出口,121.611256,25.067153,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,康寧路,康寧路3段51號葫洲站1號出口,121.607904,25.072534,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,安康路,內湖焚化廠能源中心前公車站牌,121.603413,25.062444,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,民權東路,民權東路六段268號前公車站牌,121.604741,25.071685,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,東湖路,東湖路69號渣打銀行前,121.614886,25.068712,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,內湖路,內湖路1段606號公車站牌右側,121.578433,25.078681,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,文德路,文德路25號公車站牌左側20公尺,121.580903,25.078572,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,內湖路,內湖路2段與文德路口小公園旁,121.579495,25.078628,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,內湖路,內湖路1段741號左側,121.578761,25.078827,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,內湖路,內湖路1段733號公車站牌,121.578204,25.079034,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,內湖路,內湖路1段719號公車站牌,121.577768,25.079201,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,內湖路,內湖路1段277號公車站牌,121.56579,25.082465,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,內湖路,內湖路1段217巷口公車站牌右側,121.564168,25.08309,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,內湖路,內湖路1段99號公車站牌,121.5615179,25.084428,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,環山路,環山路2段65號對面公車站牌,121.574157,25.08525,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,內湖路,內湖路1段225巷口,121.564774,25.082788,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,內湖路,內湖路1段285巷口,121.566367,25.082353,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,內湖路,內湖路1段659號前(港墘捷運站),121.575605,25.08008,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,內湖路,內湖路1段683號,121.576285,25.079817,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,文德路,文德路91號右側10公尺,121.582943,25.078615,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,內湖路,內湖路1段1段594號公車站牌右側,121.57771,25.078965,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,內湖路,內湖路1段239號前    ,121.565427,25.08257,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,內湖路,內湖路1段285巷口西湖捷運站,121.566814,25.082314,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,內湖路,內湖路1段594號(西湖圖書館),121.577409,25.079125,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,內湖路,內湖路1段550號港墘派出所邊,121.576646,25.078863,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,內湖路,內湖路1段687號右側30公尺處,121.576712,25.079711,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,內湖路,內湖路1段550號港墘派出所前10公尺,121.577002,25.078915,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,內湖路,內湖路1段117號前,121.561975,25.084245,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,環山路,環山路2段65號對面公車站牌旁,121.574555,25.085099,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,環山路,環山路2段10巷口旁公車站牌,121.571266,25.086383,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,內湖路,內湖路1段667巷口(港墘捷運站1號出口),121.575777,25.079972,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,內湖路,內湖路1段550號前50公尺處圓環,121.577044,25.079257,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,舊宗路,舊宗路一段188號,121.5769,25.0631,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,民權東路,民權東路6段25號時報廣場站牌,121.583101,25.06857,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,民權東路,民權東路6段13號民權大橋站牌,121.579051,25.066989,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,民權東路,民權東路6段13號對面民權大橋站牌,121.579519,25.066866,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,行愛路,行愛路176號,121.579176,25.06528,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,舊宗路,舊宗路2段2號旁內湖運動公園站牌,121.57444,25.068333,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,舊宗路,舊宗路2段213號（與港墘路交接口）,121.572823,25.074128,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,舊宗路,舊宗路1段319號金莎家俱旁,121.576238,25.064381,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,舊宗路,舊宗路1段188號大潤發二館(往右移置10公尺),121.576863,25.063175,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,舊宗路,舊宗路1段130號統一皇帽汽車百貨店前,121.577507,25.062327,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,舊宗路,舊宗路1段128號大潤發一館前1,121.578903,25.060483,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,瑞光路,瑞光路498號台灣大哥大店旁站牌 ,121.5685,25.0792,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,新湖二路,新湖二路233號,121.5811,25.0637,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,瑞光路,瑞光路321號台北花市站牌,121.57307,25.07734,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,瑞光路,瑞光路581號仁寶大樓站牌,121.568518,25.079345,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,瑞光路,瑞光路639號竹城大廈,121.566114,25.080454,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,基湖路,基湖路8號內湖基湖路口站牌,121.565255,25.08195,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,內湖路,內湖路1段66號(北勢湖公園),121.561563,25.084098,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,內湖路,內湖路1段126號治盤新村站牌,121.563779,25.082938,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,內湖路,內湖路1段246號西湖市場站牌,121.565813,25.082193,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,舊宗路,舊宗路二段213巷 (與港墘路221巷交接口),121.574242,25.073565,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,舊宗路,舊宗路一段130號,121.5776,25.0622,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,舊宗路,舊宗路一段128號,121.5787,25.0608,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,民權東路,民權東路6段26號,121.57951,25.06687,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,瑞光路,瑞光路498號仁寶大樓站牌,121.568605,25.07911,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,瑞光路,瑞光路356號台北花市站牌,121.573312,25.077037,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,舊宗路2段,舊宗路2段內湖運動公園站,121.574444,25.067777,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,瑞光路,瑞光路110號公館山站牌,121.580858,25.072042,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,基湖路,基湖路25號,121.564883,25.080194,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,新湖一路,新湖一路73號 ,121.575562,25.058668,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,瑞光路,瑞光路110號公車站牌,121.5808027,25.0721491,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,舊宗路,舊宗路2段213巷旁,121.573012,25.073868,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,新湖二路,新湖二路233號(東南客運對面),121.5810833,25.06363889,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,新湖一路,新湖一路73號對面,121.5751944,25.05852778,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,舊宗路,舊宗路2段１號,121.5748056,25.06675,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,行愛路,行愛路68號,121.581675,25.061909,嚴禁投入家用垃圾，違者重罰新臺幣6000元
內湖區,行愛路,行愛路169號,121.579083,25.065641,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,東興路,12號,121.565344,25.049896,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,東興路,21號,121.565449,25.049692,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,光復北路,3號,121.557926,25.048602,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,光復北路,13號,121.557973,25.049273,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,5段64號(公車站內)前,121.560214,25.051473,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,八德路四段,199號,121.563703,25.048843,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,5段202號,121.564789,25.051295,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,5段268號,121.566717,25.051259,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,5段385號,121.569171,25.05145,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,5段237號,121.5648,25.051507,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,三民路,36號,121.563881,25.053151,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,三民路,64號,121.563839,25.054841,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,三民路,33號,121.563731,25.055304,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,健康路,195號,121.562265,25.054147,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,八德路,4段21號,121.559286,25.048394,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,八德路,4段622號,121.573891,25.04992,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,八德路,4段746號(松山國小)(捷運松山站5號出口),121.577748,25.05054,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,八德路,4段723號(捷運松山站1號出口),121.577251,25.05014,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,八德路,4段83號,121.560168,25.048479,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,5段348號,121.569174,25.051142,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,塔悠路,82號,121.569927,25.053122,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,5段182號(捷運站),121.563599,25.051343,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,八德路,4段689號(捷運站),121.57641,25.050118,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,八德路,4段746號,121.577765,25.050933,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,塔悠路,塔悠路與健康路口,121.569757,25.053904,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,民生東路,3段156號,121.5475,25.0575,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化北路,150號(S-HOTEL前),121.548611,25.054722,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化北路,長春敦化路口公車專用道/前,121.548888,25.054444,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化北路,長春敦化路口公車專用道/後,121.548853,25.054966,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化北路,122號,121.548692,25.053955,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化北路,102號,121.5486111,25.053333,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化北路,100號,121.548611,25.052777,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化北路,南京敦化路口公車專用道/前,121.548888,25.052222,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化北路,南京敦化路口公車專用道/後,121.54889,25.052506,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化北路,62號,121.548611,25.051111,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化北路,4巷口,121.548656,25.050203,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化北路,敦化國小校門對面,121.548807,25.048856,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化北路,敦化北路與八德路交叉口,121.5486111,25.048611,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化北路,八德敦化路口公車專用道/前,121.548801,25.048332,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化北路,八德敦化路口公車專用道/後,121.548812,25.048742,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化南路,1段88號,121.5486111,25.046944,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化南路,1段108號,121.5486111,25.045,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化南路,市民敦南路口公車專用道/前,121.54878,25.045244,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化南路,市民敦南路口公車專用道/後,121.548775,25.045689,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,復興南路,1段43號,121.5441667,25.04583333,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,南京復興站公車專用道/前(兄弟飯店),121.544449,25.051891,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,南京復興站公車專用道/後(兄弟飯店),121.544757,25.051894,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,3段340號對面南京敦化站公車專用道,121.548123,25.051769,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,3段350號對面南京敦化站公車專用道,121.548456,25.051778,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,4段與敦化北路口(大樹下),121.549303,25.051593,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,4段2號人行道,121.550016,25.051606,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,4段2號(捷運小巨蛋2號出口),121.550835,25.051581,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,4段10號(捷運小巨蛋3號出口),121.5525,25.05156,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,4段18號(捷運小巨蛋4號出口),121.553332,25.051546,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,4段102號,121.554167,25.051535,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,4段114號,121.554739,25.051508,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,南京寧安站公車專用道/前,121.5547,25.05158,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,南京寧安站公車專用道/後,121.554396,25.051585,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,4段126號彰化銀行前,121.55525,25.051507,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,4段156號艾捷天麗大飯店前,121.556109,25.051468,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化南路,1段57號,121.5491667,25.045833,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化南路,1段5號,121.549198,25.047034,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化南路,1段3號(八德路與敦化北路口),121.5491667,25.0475,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,八德路,3段20號(7-11前台視公車站),121.551187,25.048132,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,八德路,3段25號(八德路與北寧路口),121.552493,25.04831,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,八德路,3段10號對面(松山運動中心),121.550315,25.048248,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,八德路,3段8巷對面,121.549398,25.048249,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化北路,市立體育場公車站牌,121.5491667,25.049166,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化北路,台北田徑場敦北出口,121.5491667,25.049444,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化北路,5號小巨蛋周邊,121.5491667,25.050277,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化北路,5號7-11前小巨蛋周邊,121.5491667,25.051111,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,八德路,3段30號對面,121.551431,25.048248,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,民生東路,3段158號,121.548342,25.05762,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,3段342號,121.547603,25.051756,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,4段70號,121.553895,25.051595,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,光復北路,226號前(光復北路與光復北路230巷路口),121.555558,25.056088,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,光復北路,220號,121.5532223,25.055756,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,5段125號(公車南京三民路口站)1,121.560889,25.051524,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,5段79號,121.5598664,25.0515853,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,5段125號(公車南京三民路口站)2,121.5609766,25.051544,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,4段189號,121.5568949,25.0516596,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,4段139號(公車南京寧安街口站)1,121.555268,25.051635,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,4段139號(公車南京寧安街口站)2,121.5553131,25.0516999,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,4段55-1號(捷運台北小巨蛋5號出口附近),121.55223,25.05183,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,4段(捷運台北小巨蛋1號出入口),121.5513154,25.0517668,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,4段1號(公車南京敦化路口(小巨蛋)站)1,121.549258,25.051795,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化北路,南京東路四段與敦化北路口,121.5467666,25.0518318,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化北路,201號(公車長庚醫院站),121.549352,25.056717,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,敦化北路,201號(公車長庚醫院站旁),121.5492475,25.0566419,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,4段139號(公車南京寧安街口站)3,121.5496122,25.057706,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,民生東路,四段與敦化北路口(台灣銀行旁),121.5492902,25.0575074,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,南京東路,4段1號(公車南京敦化路口(小巨蛋)站)2,121.5468404,25.0516475,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,民權東路,敦北公園,121.549392,25.05802,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,三民路,三民路5號(西松國小前公車站牌),121.550248,25.059761,嚴禁投入家用垃圾，違者重罰新臺幣6000元
松山區,三民路,(西松國小圍牆旁),121.564,25.053,嚴禁投入家用垃圾，違者重罰新臺幣6000元
